?concept	?predicat	?object
Federal Funds Rate	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"The federal funds rate is generally only applicable to the most creditworthy institutions when they borrow and lend overnight funds to each other. The federal funds rate is one of the most influential interest rates in the U.S. economy, since it affects monetary and financial conditions, which in turn have a bearing on key aspects of the broad economy including employment, growth and inflation. The Federal Open Market Committee (FOMC), which is the Federal Reserve's primary monetary policymaking body, telegraphs its desired target for the federal funds rate through open market operations."
Federal Funds Rate	rel:prefLabel	"Federal Funds Rate"@en
Federal Funds Rate	rel:definition	"a reference rate that is the interest rate at which a depository institution lends funds maintained at the Federal Reserve to another depository institution overnight"
Federal Funds Rate	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
Federal Funds Rate	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/InterestRates/FederalFundsRate>
Federal Funds Rate	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
HK D Quarterly Quarterly Swap Rate ICAP	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
HK D Quarterly Quarterly Swap Rate ICAP	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
HK D Quarterly Quarterly Swap Rate ICAP	rel:definition	"individual representing the FpML floating interest index for the HKD-Quarterly-Quarterly Swap Rate-11:00-ICAP"
HK D Quarterly Quarterly Swap Rate ICAP	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
HK D Quarterly Quarterly Swap Rate ICAP	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/HKD-Quarterly-Quarterly_Swap_Rate-11_00-ICAP>
HK D Quarterly Quarterly Swap Rate ICAP	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Product Lifecycle Stage	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Product Lifecycle Stage	rel:classifies	productProduct Lifecycle Stage	rel:example	"a research and development phase of a product lifecycle, the introduction phase in a marketing lifecycle, a growth stage in an economic lifecycle, or the origination phase in the lifecycle of a loan"
Product Lifecycle Stage	rel:comprises	product lifecycle eventProduct Lifecycle Stage	rel:definition	"a phase in a product lifecycle"
Product Lifecycle Stage	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.businessdictionary.com/definition/life-cycle.html"
Product Lifecycle Stage	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
Product Lifecycle Stage	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.investopedia.com/terms/p/product-life-cycle.asp"
Product Lifecycle Stage	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FBC/ProductsAndServices/FinancialProductsAndServices/ProductLifecycleStage>
Product Lifecycle Stage	rel:prefLabel	"Product Lifecycle Stage"@en
Product Lifecycle Stage	rel:isStageOf	product lifecycleProduct Lifecycle Stage	rel:hasDefinition	product lifecycleFinancial Instrument Identification Scheme	rel:defines	financial instrument identifierFinancial Instrument Identification Scheme	rel:prefLabel	"Financial Instrument Identification Scheme"@en
Financial Instrument Identification Scheme	rel:definition	"a formal definition of the structure and application of a particular set of financial instrument identifiers"
Financial Instrument Identification Scheme	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
Financial Instrument Identification Scheme	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/SecuritiesIdentification/FinancialInstrumentIdentificationScheme>
Financial Instrument Identification Scheme	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Service Agreement	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.businessdictionary.com/definition/service-contract.html"
Service Agreement	rel:hasContractParty	service providerService Agreement	rel:governs	serviceService Agreement	rel:prefLabel	"Service Agreement"@en
Service Agreement	rel:definition	"a written contract between a client and service provider whereby the service provider supplies some service in the form of time, effort, and/or expertise in exchange for compensation"
Service Agreement	rel:altLabel	"service contract"
Service Agreement	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Service Agreement	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/ProductsAndServices/ProductsAndServices/ServiceAgreement>
Service Agreement	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Legally Capable Adult	rel:prefLabel	"Legally Capable Adult"@en
Legally Capable Adult	rel:definition	"a person who has attained the age of majority as defined by given jurisdiction and is allowed to conduct a business or any other occupation on his or her own behalf or for their own account"
Legally Capable Adult	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Legally Capable Adult	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/LegallyCapableAdult>
Legally Capable Adult	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Legal Capacity	rel:isCapacityOf	autonomous agentLegal Capacity	rel:prefLabel	"Legal Capacity"@en
Legal Capacity	rel:editorialNote	"suggested definition only"
Legal Capacity	rel:definition	"the capacity to carry out certain actions or to have certain rights"
Legal Capacity	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Legal Capacity	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Law/LegalCapacity/LegalCapacity>
Legal Capacity	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Swap Party	rel:prefLabel	"Swap Party"@en
Swap Party	rel:definition	"a party to a swap and therefore a legal party to the contract that embodies that transaction"
Swap Party	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
Swap Party	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/DER/DerivativesContracts/Swaps/SwapParty>
Swap Party	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
EU R Annual Swap Rate Reference Banks	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
EU R Annual Swap Rate Reference Banks	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
EU R Annual Swap Rate Reference Banks	rel:definition	"individual representing the FpML floating interest index for the EUR-Annual Swap Rate-Reference Banks"
EU R Annual Swap Rate Reference Banks	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
EU R Annual Swap Rate Reference Banks	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/EUR-Annual_Swap_Rate-Reference_Banks>
EU R Annual Swap Rate Reference Banks	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
US D ISDAFI X Swap Rate	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
US D ISDAFI X Swap Rate	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
US D ISDAFI X Swap Rate	rel:definition	"individual representing the FpML floating interest index for the USD-ISDAFIX3-Swap Rate-3:00"
US D ISDAFI X Swap Rate	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
US D ISDAFI X Swap Rate	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/USD-ISDAFIX3-Swap_Rate-3_00>
US D ISDAFI X Swap Rate	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
ABARTN Registry Entry	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.accuity.com/aba-registrar/"
ABARTN Registry Entry	rel:comprises	routing transit numberABARTN Registry Entry	rel:appliesTo	financial institutionABARTN Registry Entry	rel:prefLabel	"ABA RTN Registry Entry"@en
ABARTN Registry Entry	rel:definition	"an entry in the ABA RTN registry, a repository of financial institution characteristics collected by the ABA Registrar on behalf of the ABA"
ABARTN Registry Entry	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
ABARTN Registry Entry	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/NorthAmericanEntities/USRegulatoryAgencies/ABARTNRegistryEntry>
ABARTN Registry Entry	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Contract	rel:hasEffectiveDate	dateContract	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Contract	rel:hasCounterparty	contract counterpartyContract	rel:hasContractParty	contract partyContract	rel:hasPrincipal	contract principalContract	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/definitionOrigin>	"http://www.businessdictionary.com/definition/contract.html"
Contract	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Agreements/Contracts/Contract>
Contract	rel:hasGuarantor	guarantorContract	rel:hasExecutionDate	dateContract	rel:definition	"a voluntary, deliberate, and legally binding agreement between two or more competent parties"
Contract	rel:hasContractualElement	contractual elementContract	rel:hasThirdParty	contract third partyContract	rel:hasGoverningJurisdiction	jurisdictionContract	rel:prefLabel	"Contract"@en
Contract	rel:hasNonBindingTerms	non binding termsContract	rel:supersedes	contractContract	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Contract	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Contracts are usually written but may be spoken or implied, and generally have to do with employment, sale or lease, or tenancy."
CA D B A CDOR	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
CA D B A CDOR	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
CA D B A CDOR	rel:definition	"individual representing the FpML floating interest index for the CAD-BA-CDOR"
CA D B A CDOR	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
CA D B A CDOR	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/CAD-BA-CDOR>
CA D B A CDOR	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
National Security Identification Scheme	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"generally incorporated into the ISIN scheme as well"
National Security Identification Scheme	rel:defines	national securities identifying numberNational Security Identification Scheme	rel:appliesTo	jurisdictionNational Security Identification Scheme	rel:prefLabel	"National Security Identification Scheme"@en
National Security Identification Scheme	rel:definition	"a security identification scheme, defining the format and structure of a National Securities Identifying Number (NSIN), published nationally on behalf of a country"
National Security Identification Scheme	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
National Security Identification Scheme	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/SecuritiesIdentification/NationalSecurityIdentificationScheme>
National Security Identification Scheme	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Percentage Monetary Amount	rel:isPercentageOf	monetary amountPercentage Monetary Amount	rel:prefLabel	"Percentage Monetary Amount"@en
Percentage Monetary Amount	rel:editorialNote	"This will have a relationship to what it is a percentage of. Alternatively and for some applications of this term, there may be an enumerated list of possible things it is a percentage of."
Percentage Monetary Amount	rel:definition	"a measure of some amount of money expressed as a percentage of some other amount, some notional amount or some concrete money amount"
Percentage Monetary Amount	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Percentage Monetary Amount	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Accounting/CurrencyAmount/PercentageMonetaryAmount>
Percentage Monetary Amount	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Owners Equity	rel:hasPart	stockholders equityOwners Equity	rel:hasPart	capital surplusOwners Equity	rel:prefLabel	"Owners Equity"@en
Owners Equity	rel:definition	"equity owned in some concern as recorded on the books of that concern"
Owners Equity	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Owners Equity	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Accounting/AccountingEquity/OwnersEquity>
Owners Equity	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
AU D Semi Swap Rate ICAP	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
AU D Semi Swap Rate ICAP	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
AU D Semi Swap Rate ICAP	rel:definition	"individual representing the FpML floating interest index for the AUD-Semi-annual Swap Rate-ICAP"
AU D Semi Swap Rate ICAP	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
AU D Semi Swap Rate ICAP	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/AUD-Semi-annual_Swap_Rate-ICAP>
AU D Semi Swap Rate ICAP	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Report	rel:hasReportingPeriod	date periodReport	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Report	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Arrangements/Documents/Report>
Report	rel:definition	"a document organized in a narrative, graphic, or tabular form, prepared on ad hoc, periodic, recurring, regular, or as required basis"
Report	rel:hasDateOfIssuance	dateReport	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Reports may refer to specific periods, events, occurrences, or subjects, and may be communicated or presented in oral, electronic, or written form."
Report	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.businessdictionary.com/definition/report.html"
Report	rel:isSubmittedBy	submitterReport	rel:isProvidedBy	reporting partyReport	rel:prefLabel	"Report"@en
Report	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Borrowing Capacity	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FBC/DebtAndEquities/Debt/BorrowingCapacity>
Borrowing Capacity	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"Barron's Dictionary of Business and Economics Terms, Fifth Edition, 2012"
Borrowing Capacity	rel:hasAvailableAmount	monetary amountBorrowing Capacity	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Borrowing Capacity	rel:hasDate	dateBorrowing Capacity	rel:appliesTo	legal personBorrowing Capacity	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
Borrowing Capacity	rel:prefLabel	"Borrowing Capacity"@en
Borrowing Capacity	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.investopedia.com/terms/c/credit.asp"
Borrowing Capacity	rel:definition	"an amount of money that an individual or organization can borrow"
Overnight Rate	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"The overnight rate is the lowest available interest rate, and as such, it is only available to the most creditworthy institutions. It is the underlying rate for Overnight Interest Rate Swaps (IOS)."
Overnight Rate	rel:prefLabel	"Overnight Rate"@en
Overnight Rate	rel:definition	"a reference rate that is an interest rate at which a depository institution lends funds to another depository institution (short-term), or the interest rate the central bank charges a financial institution to borrow money overnight"
Overnight Rate	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
Overnight Rate	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/InterestRates/OvernightRate>
Overnight Rate	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Fixed Payment Leg	rel:hasPaymentSchedule	payment scheduleFixed Payment Leg	rel:prefLabel	"Fixed Payment Leg"@en
Fixed Payment Leg	rel:definition	"the terms for the fixed payment leg of a swap such as a dividend swap, or for any swap that has a fixed leg, including, for example, a single stock swap"
Fixed Payment Leg	rel:altLabel	"fixed payment stream terms"
Fixed Payment Leg	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
Fixed Payment Leg	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/DER/DerivativesContracts/Swaps/FixedPaymentLeg>
Fixed Payment Leg	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Interest Rate Stream Event	rel:prefLabel	"Interest Rate Stream Event"@en
Interest Rate Stream Event	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
Interest Rate Stream Event	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/DER/RateDerivatives/IRSwaps/InterestRateStreamEvent>
Interest Rate Stream Event	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
CH F M LIBO R SWA P CM E LC H ICAP	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
CH F M LIBO R SWA P CM E LC H ICAP	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
CH F M LIBO R SWA P CM E LC H ICAP	rel:definition	"individual representing the FpML floating interest index for the CHF-3M LIBOR SWAP-CME vs LCH-ICAP"
CH F M LIBO R SWA P CM E LC H ICAP	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
CH F M LIBO R SWA P CM E LC H ICAP	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/CHF-3M_LIBOR_SWAP-CME_vs_LCH-ICAP>
CH F M LIBO R SWA P CM E LC H ICAP	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
MY R KLIBO R BNM	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
MY R KLIBO R BNM	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
MY R KLIBO R BNM	rel:definition	"individual representing the FpML floating interest index for the MYR-KLIBOR-BNM"
MY R KLIBO R BNM	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
MY R KLIBO R BNM	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/MYR-KLIBOR-BNM>
MY R KLIBO R BNM	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
US D Annual Swap Rate TRADITION	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
US D Annual Swap Rate TRADITION	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
US D Annual Swap Rate TRADITION	rel:definition	"individual representing the FpML floating interest index for the USD-Annual Swap Rate-4:00-TRADITION"
US D Annual Swap Rate TRADITION	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
US D Annual Swap Rate TRADITION	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/USD-Annual_Swap_Rate-4_00-TRADITION>
US D Annual Swap Rate TRADITION	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Business Day Convention	rel:prefLabel	"Business Day Convention"@en
Business Day Convention	rel:definition	"a convention that enumerates the possible ways to handle a date that falls on a weekend or holiday"
Business Day Convention	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Business Day Convention	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/DatesAndTimes/BusinessDates/BusinessDayConvention>
Business Day Convention	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Board Of Directors	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/definitionOrigin>	"http://www.businessdictionary.com/definition/board-of-directors.html"
Board Of Directors	rel:nominates	corporate officerBoard Of Directors	rel:prefLabel	"Board Of Directors"@en
Board Of Directors	rel:definition	"Governing body (called the board) of an incorporated firm. Its members (directors) are elected normally by the subscribers (stockholders) of the firm (generally at an annual general meeting or AGM) to govern the firm and look after the subscribers' interests. The board has the ultimate decision-making authority and, in general, is empowered to (1) set the company's policy, objectives, and overall direction, (2) adopt bylaws, (3) name members of the advisory, executive, finance, and other committees, (4) hire, monitor, evaluate, and fire the managing director and senior executives, (5) determine and pay the dividend, and (6) issue additional shares. Though all its members might not be engaged in the company's day-to-day operations, the entire board is held liable (under the doctrine of collective responsibility) for the consequences of the firm's policies, actions, and failures to act. Members of the board usually include senior-most executives (called inside directors or executive directors) as well as experts or respected persons chosen from the wider community (called outside directors or non-executive directors)."
Board Of Directors	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
Board Of Directors	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/Executives/BoardOfDirectors>
Board Of Directors	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Submitter	rel:submits	reportSubmitter	rel:prefLabel	"Submitter"@en
Submitter	rel:definition	"a party presenting something, such as a regulatory report"
Submitter	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Submitter	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Arrangements/Documents/Submitter>
Submitter	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Publishing House	rel:hasIdentity	formal organizationPublishing House	rel:scopeNote	"Publishing house in the sense intended here includes any organization whose role is to make information publicly available whether by disemminating it directly or indirectly and regardless of the type of information. These include organizations whose primary function is that of a market data vendor."
Publishing House	rel:prefLabel	"Publishing House"@en
Publishing House	rel:definition	"some organization whose principal role is to publish information"
Publishing House	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
Publishing House	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/BE/FunctionalEntities/Publishers/PublishingHouse>
Publishing House	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Investment Based De Facto Control	rel:isBasedOnInvestmentEquity	investment equityInvestment Based De Facto Control	rel:prefLabel	"Investment-based De Facto Control"@en
Investment Based De Facto Control	rel:definition	"Control which arises through some investment in some entity, other than as the holding of constitutional equity (shares etc.) in that entity."
Investment Based De Facto Control	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
Investment Based De Facto Control	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/ControlParties/InvestmentBasedDeFactoControl>
Investment Based De Facto Control	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Security Identifier	rel:identifies	securitySecurity Identifier	rel:hasDefinition	security identification schemeSecurity Identifier	rel:prefLabel	"Security Identifier"@en
Security Identifier	rel:definition	"any publicly available identifier that is used to identify a security"
Security Identifier	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
Security Identifier	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/SecuritiesIdentification/SecurityIdentifier>
Security Identifier	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Term Structure	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.investopedia.com/terms/t/termstructure.asp"
Term Structure	rel:hasPart	market rateTerm Structure	rel:prefLabel	"Term Structure"@en
Term Structure	rel:editorialNote	"Term structure refers to a set of discrete points; elements are ordered by time. Restrictions on the rate (see above) and a point in time, paired together, and then ordered in a structured collection is how this should ultimately be modeled.  Then the concept of yield curve would be a child of term structure, for calculation of net present value, for example."
Term Structure	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/Indicators/Indicators/TermStructure>
Term Structure	rel:definition	"a structured collection of rates, such as interest rates, or bond yields with different terms to maturity, such that a yield curve may be constructed for the structure"
Term Structure	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
Term Structure	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"The term structure reflects expectations of market participants about future changes in interest rates and their assessment of monetary policy conditions."
Term Structure	rel:scopeNote	"Term Structure has been modeled with reference to MarketRate generally, which incorporates more kinds of rate than would normally be included in a term structure. Term structures consist of two or more of something with some time to maturity, typically debt instruments or interest rates. Currency exchange rates may in principle be grouped in a term structure as forward rates. For this specification, debt instruments are not in scope, so these are not included in the current scope of this TermStructure concept."
Term Structure	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Registration Address	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"https://www.gleif.org/en/about-lei/common-data-file-format/lei-cdf-format/lei-cdf-format-version-2-1"
Registration Address	rel:prefLabel	"Registration Address"@en
Registration Address	rel:definition	"an address for an organization used to register that organization in any registry, such as its legal address, headquarters address, a local address used to obtain a license or pay taxes in some jurisdiction, etc."
