?concept	?predicat	?object
Contractual Restriction	rel:definition	"contract terms setting out restrictions on either the holder or the issuer of the security, as specified in the terms of the instrument itself"
Contractual Restriction	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
Contractual Restriction	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/SecuritiesRestrictions/ContractualRestriction>
Contractual Restriction	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Unique Swap Identifier	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"Unique Trade Identifier (UTI): Generation, Communication and Matching, as of 20 July 2015, described in 2015%20July%2020%20UTI%20Best%20Practice%20v11.6_final.pdf"
Unique Swap Identifier	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"CFTC Data Management Branch 'Unique Swap Identifier (USI) Data Standard', October 1, 2012, usidatastandards100112.pdf"
Unique Swap Identifier	rel:identifies	swapUnique Swap Identifier	rel:prefLabel	"Unique Swap Identifier"@en
Unique Swap Identifier	rel:definition	"a unique swap identifier (USI) is an identifier for a swap transaction, that is the CFTC term or Unique Trade Identifier (UTI) which is the term used more globally is an identifier on the transaction level that stays unique throughout the life of a trade"
Unique Swap Identifier	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
Unique Swap Identifier	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/DER/DerivativesContracts/Swaps/UniqueSwapIdentifier>
Unique Swap Identifier	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
GR D ATHIBO R Telerate	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
GR D ATHIBO R Telerate	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
GR D ATHIBO R Telerate	rel:definition	"individual representing the FpML floating interest index for the GRD-ATHIBOR-Telerate"
GR D ATHIBO R Telerate	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
GR D ATHIBO R Telerate	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/GRD-ATHIBOR-Telerate>
GR D ATHIBO R Telerate	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Product Identifier	rel:identifies	productProduct Identifier	rel:prefLabel	"Product Identifier"@en
Product Identifier	rel:definition	"an identifier for a product"
Product Identifier	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Product Identifier	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/ProductsAndServices/ProductsAndServices/ProductIdentifier>
Product Identifier	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Written Contract	rel:isEvidencedBy	contract documentWritten Contract	rel:prefLabel	"Written Contract"@en
Written Contract	rel:definition	"a formal contract that is written and signed by the parties thereto"
Written Contract	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Written Contract	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Agreements/Contracts/WrittenContract>
Written Contract	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Tribal Entity	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Any indigenous group or community which is recognized as having rights and obligations independent of the central government."
Tribal Entity	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"https://en.wikipedia.org/wiki/List_of_federally_recognized_tribes_by_state"
Tribal Entity	rel:isRepresentedBy	tribal governmentTribal Entity	rel:hasPartialSovereigntyOver	tribal areaTribal Entity	rel:prefLabel	"Tribal Entity"@en
Tribal Entity	rel:definition	"a legal entity that represents fundamental unit of sovereign tribal (indigenous) government"
Tribal Entity	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
Tribal Entity	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/BE/GovernmentEntities/GovernmentEntities/TribalEntity>
Tribal Entity	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
JP Y US D Basis Swaps ICAP	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
JP Y US D Basis Swaps ICAP	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
JP Y US D Basis Swaps ICAP	rel:definition	"individual representing the FpML floating interest index for the JPY USD-Basis Swaps-11:00-ICAP"
JP Y US D Basis Swaps ICAP	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
JP Y US D Basis Swaps ICAP	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/JPY_USD-Basis_Swaps-11_00-ICAP>
JP Y US D Basis Swaps ICAP	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Limited De Facto Control	rel:prefLabel	"Limited De Facto Control"@en
Limited De Facto Control	rel:definition	"The ability to direct the affairs of some entity within prescribed limits. Those limits are described in terms of activities which the entity holding such control may cause the controlled entity to carry out."
Limited De Facto Control	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
Limited De Facto Control	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/ControlParties/LimitedDeFactoControl>
Limited De Facto Control	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Addressing Scheme	rel:defines	addressAddressing Scheme	rel:prefLabel	"Addressing Scheme"@en
Addressing Scheme	rel:definition	"a system for allocating addresses to objects"
Addressing Scheme	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Addressing Scheme	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Places/Addresses/AddressingScheme>
Addressing Scheme	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Derivative Contract Party	rel:hasIdentity	legal personDerivative Contract Party	rel:prefLabel	"Derivative Contract Party"@en
Derivative Contract Party	rel:definition	"a party to a derivative instrument"
Derivative Contract Party	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
Derivative Contract Party	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/DER/DerivativesContracts/DerivativesBasics/DerivativeContractParty>
Derivative Contract Party	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Unilateral Contract	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"In a unilateral, or one-sided, contract, one party, known as the offeror, makes a promise in exchange for an act (or abstention from acting) by another party, known as the offeree. If the offeree acts on the offeror's promise, the offeror is legally obligated to fulfill the contract, but an offeree cannot be forced to act (or not act), because no return promise has been made to the offeror. After an offeree has performed, only one enforceable promise exists, that of the offeror.\n\nA unilateral contract differs from a Bilateral Contract, in which the parties exchange mutual promises. Bilateral contracts are commonly used in business transactions; a sale of goods is a type of bilateral contract."
Unilateral Contract	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/definitionOrigin>	"http://legal-dictionary.thefreedictionary.com/Unilateral+contract"
Unilateral Contract	rel:confers	unilateral commitmentUnilateral Contract	rel:prefLabel	"Unilateral Contract"@en
Unilateral Contract	rel:definition	"a contract in which only one party makes an express promise, or undertakes a performance without first securing a reciprocal agreement from the other party"
Unilateral Contract	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Unilateral Contract	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Agreements/Contracts/UnilateralContract>
Unilateral Contract	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Municipal Government	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.thefreedictionary.com/municipal+government"
Municipal Government	rel:governs	municipalityMunicipal Government	rel:prefLabel	"Municipal Government"@en
Municipal Government	rel:definition	"the government of a municipality"
Municipal Government	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
Municipal Government	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/BE/GovernmentEntities/GovernmentEntities/MunicipalGovernment>
Municipal Government	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Equity	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/definitionOrigin>	"http://en.wikipedia.org/wiki/Equity"
Equity	rel:takesForm	monetary amountEquity	rel:representsAnInterestIn	formal organizationEquity	rel:prefLabel	"Equity"@en
Equity	rel:definition	"the value of an ownership interest in property, including shareholders equity in a business"
Equity	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Equity	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Accounting/AccountingEquity/Equity>
Equity	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Entity Controlling Party	rel:hasNatureOfControl	de facto controlEntity Controlling Party	rel:hasDegreeOfControl	degree of controlEntity Controlling Party	rel:scopeNote	"It is assumed that since control follows from some form of ownership or contractual instrument, that the range of entities which may fulfil this party role is the same as that for entity ownership, namely a logical union of natural persons, legal persons and formal organizations."
Entity Controlling Party	rel:prefLabel	"Entity Controlling Party"@en
Entity Controlling Party	rel:editorialNote	"This type of party is either asserted to be the case by the entity itself or some other party, or is determined through some analysis or calculation based on the available information about controlling interests."
Entity Controlling Party	rel:definition	"Some party which is able to direct the activities of some business entity."
Entity Controlling Party	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
Entity Controlling Party	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/ControlParties/EntityControllingParty>
Entity Controlling Party	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
GB P LIBO R Reference Banks	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
GB P LIBO R Reference Banks	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
GB P LIBO R Reference Banks	rel:definition	"individual representing the FpML floating interest index for the GBP-LIBOR-Reference Banks"
GB P LIBO R Reference Banks	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
GB P LIBO R Reference Banks	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/GBP-LIBOR-Reference_Banks>
GB P LIBO R Reference Banks	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Non Incorporated Partnership	rel:prefLabel	"Non-incorporated Partnership"@en
Non Incorporated Partnership	rel:definition	"a partnership in which the partners are jointly and severally liable for liabilities incurred by the entity"
Non Incorporated Partnership	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
Non Incorporated Partnership	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/BE/Partnerships/Partnerships/NonIncorporatedPartnership>
Non Incorporated Partnership	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
National Government	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.collinsdictionary.com/dictionary/english/national-government"
National Government	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://dictionary.reference.com/browse/national+government"
National Government	rel:governs	countryNational Government	rel:prefLabel	"National Government"@en
National Government	rel:definition	"a government and the politicians that that run a country as a whole (as opposed to local government)"
National Government	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
National Government	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/BE/GovernmentEntities/GovernmentEntities/NationalGovernment>
National Government	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
EU R EURIBO R Basis Swap ICAP	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
EU R EURIBO R Basis Swap ICAP	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
EU R EURIBO R Basis Swap ICAP	rel:definition	"individual representing the FpML floating interest index for the EUR EURIBOR-Basis Swap-3m vs 6m-11:00-ICAP"
EU R EURIBO R Basis Swap ICAP	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
EU R EURIBO R Basis Swap ICAP	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/EUR_EURIBOR-Basis_Swap-3m_vs_6m-11_00-ICAP>
EU R EURIBO R Basis Swap ICAP	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Interest Rate Observable	rel:hasIdentity	reference interest rateInterest Rate Observable	rel:prefLabel	"Interest Rate Observable"@en
Interest Rate Observable	rel:definition	"a rate-based observable that is specifically an interest rate"
Interest Rate Observable	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
Interest Rate Observable	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/DER/RateDerivatives/RateDerivatives/InterestRateObservable>
Interest Rate Observable	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
CH F LIBO R BB A Bloomberg	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
CH F LIBO R BB A Bloomberg	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
CH F LIBO R BB A Bloomberg	rel:definition	"individual representing the FpML floating interest index for the CHF-LIBOR-BBA-Bloomberg"
CH F LIBO R BB A Bloomberg	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
CH F LIBO R BB A Bloomberg	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/CHF-LIBOR-BBA-Bloomberg>
CH F LIBO R BB A Bloomberg	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
CA D CORR A OI S COMPOUND	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
CA D CORR A OI S COMPOUND	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
CA D CORR A OI S COMPOUND	rel:definition	"individual representing the FpML floating interest index for the CAD-CORRA-OIS-COMPOUND"
CA D CORR A OI S COMPOUND	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
CA D CORR A OI S COMPOUND	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/CAD-CORRA-OIS-COMPOUND>
CA D CORR A OI S COMPOUND	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
GB P Semi Annual Swap Rate	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
GB P Semi Annual Swap Rate	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
GB P Semi Annual Swap Rate	rel:definition	"individual representing the FpML floating interest index for the GBP-Semi-Annual Swap Rate"
GB P Semi Annual Swap Rate	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
GB P Semi Annual Swap Rate	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/GBP-Semi-Annual_Swap_Rate>
GB P Semi Annual Swap Rate	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Settlement Date Rule	rel:prefLabel	"Settlement Date Rule"@en
Settlement Date Rule	rel:definition	"a rule for determining dates by reference to some calendar or specification of settlement dates"
Settlement Date Rule	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
Settlement Date Rule	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/ParametricSchedules/SettlementDateRule>
Settlement Date Rule	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
ID R SO R Telerate	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
ID R SO R Telerate	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
ID R SO R Telerate	rel:definition	"individual representing the FpML floating interest index for the IDR-SOR-Telerate"
ID R SO R Telerate	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
ID R SO R Telerate	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/IDR-SOR-Telerate>
ID R SO R Telerate	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
US D Federal Funds Reference Dealers	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
US D Federal Funds Reference Dealers	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
US D Federal Funds Reference Dealers	rel:definition	"individual representing the FpML floating interest index for the USD-Federal Funds-Reference Dealers"
US D Federal Funds Reference Dealers	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
US D Federal Funds Reference Dealers	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/USD-Federal_Funds-Reference_Dealers>
US D Federal Funds Reference Dealers	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Examiner	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"Black's Law Dictionary, see http://thelawdictionary.org/examiner/"
Examiner	rel:hasIdentity	legally capable personExaminer	rel:prefLabel	"Examiner"@en
Examiner	rel:definition	"a party appointed by, and who has the capacity to act as an official representative of, a regulatory agency to provide examination, review, and other regulatory services"
Examiner	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
Examiner	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/RegulatoryAgencies/Examiner>
Examiner	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Legally Incorporated Partnership	rel:hasMember	legally incorporated partnership memberLegally Incorporated Partnership	rel:prefLabel	"Legally Incorporated Partnership"@en
Legally Incorporated Partnership	rel:editorialNote	"The precise details and definition of these may vary from one jurisdiction to another. This type of entity is defined by being a legal person in its own right, as distinct from the usual type of partnership where the partners remain jointly and severally liable for debts."
Legally Incorporated Partnership	rel:definition	"Any partnership which is defined as a legal person within a given jurisdiction, for example a limited liability partnership (if that is a legal person)."
Legally Incorporated Partnership	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
Legally Incorporated Partnership	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/BE/Partnerships/Partnerships/LegallyIncorporatedPartnership>
Legally Incorporated Partnership	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Mean	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.statcan.gc.ca/edu/power-pouvoir/glossary-glossaire/5214842-eng.htm#m"
Mean	rel:prefLabel	"Mean"@en
Mean	rel:definition	"the most common measure of central tendency, the average of a set of numbers"
Mean	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
Mean	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/EconomicIndicators/EconomicIndicators/Mean>
Mean	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Investment Account	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"The typical objectives of an investment account are to achieve long term growth, income or capital preservation from the deposited asset portfolio.  Investment accounts are typically not insured."
Investment Account	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.investorwords.com/11655/investment_account.html"
Investment Account	rel:isProvidedBy	financial institutionInvestment Account	rel:hasPartyInRole	financial institutionInvestment Account	rel:prefLabel	"Investment Account"@en
Investment Account	rel:definition	"an account that provides a record of deposits of funds and/or securities held at a financial institution"
Investment Account	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
Investment Account	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FBC/ProductsAndServices/ClientsAndAccounts/InvestmentAccount>
Investment Account	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Minor	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"The age depends upon jurisdiction and application, but is generally 18."
Minor	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"https://en.wikipedia.org/wiki/Minor_(law)"
Minor	rel:prefLabel	"Minor"@en
Minor	rel:definition	"a person under a certain age, usually the age of majority in a given jurisdiction, which legally demarcates childhood from adulthood"
Minor	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Minor	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Minor>
Minor	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Formula	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.merriam-webster.com/dictionary/formula"
Formula	rel:hasExpression	expressionFormula	rel:prefLabel	"Formula"@en
Formula	rel:definition	"a general fact or rule expressed in letters and symbols; may consist of one or more expressions"
Formula	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Formula	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/Analytics/Formula>
Formula	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Chartered Legal Person	rel:prefLabel	"Chartered Legal Person"@en
Chartered Legal Person	rel:example	"Anything with 'Royal Institute' in the name. Also universities are generally set up by royal charter in a monarchy or principality, (often pre-dating any Privy Council i.e. directly be the monarch in the case of older universities). The Bank of England and the British Broadcasting Council (BBC) are also incorporated through Royal Charter."
Chartered Legal Person	rel:editorialNote	"In a monarchy or principality, the monarch typically vests the power to create such bodies, in an entity called (for example) the Privy Council."
Chartered Legal Person	rel:definition	"a legal person created by a royal charter or decree"
Chartered Legal Person	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
Chartered Legal Person	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/LegalPersons/CharteredLegalPerson>
Chartered Legal Person	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Regulatory Service	rel:isProvidedBy	regulatory agencyRegulatory Service	rel:prefLabel	"Regulatory Service"@en
Regulatory Service	rel:definition	"a service provided by a regulatory agency, which may include, but not be limited to, examination, monitoring, supervision, testing, or other capabilities required to ensure the integrity, fairness, safety, or other capacity of a given industry, organization, or product"
Regulatory Service	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
Regulatory Service	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/RegulatoryAgencies/RegulatoryService>
Regulatory Service	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
ABAIIN Registry Entry	rel:comprises	issuer identification numberABAIIN Registry Entry	rel:appliesTo	financial institutionABAIIN Registry Entry	rel:prefLabel	"ABA IIN Registry Entry"@en
ABAIIN Registry Entry	rel:definition	"an entry in the ABA IIN registry, a repository of financial institution characteristics collected by the ABA for those institutions to which they issue IINs"
ABAIIN Registry Entry	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
ABAIIN Registry Entry	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/NorthAmericanEntities/USRegulatoryAgencies/ABAIINRegistryEntry>
ABAIIN Registry Entry	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Yes Or No	rel:prefLabel	"Yes Or No"@en
Yes Or No	rel:definition	"something which has two states, interpreted as Yes and No in the context in which this is used"
Yes Or No	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Yes Or No	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/BusinessFacingTypes/yesOrNo>
Yes Or No	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
