?concept	?predicat	?object
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasValue>	<http://www.w3.org/2004/02/skos/core#definition>	"The amount of whatever this is a quantity of."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasValue>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasValue>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasValue>	<http://www.w3.org/2000/01/rdf-schema#label>	"has value"@en
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasValue>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/MathExt/Amounts/hasValue>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasValue>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/MathExt/Math/hasValue>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasValue>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#hasInterestRate>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/MD/AboutMD/MDSpecification>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#hasInterestRate>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#hasInterestRate>	<http://www.w3.org/2000/01/rdf-schema#label>	"has interest rate"@en
<https://spec.edmcouncil.org/fibo/MD/vocabulary#hasInterestRate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/MD/DebtTemporal/DebtPricingYields/hasInterestRate>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#hasInterestRate>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#obligedTo>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#obligedTo>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#obligedTo>	<http://www.w3.org/2000/01/rdf-schema#label>	"obliged to"@en
<https://spec.edmcouncil.org/fibo/FND/vocabulary#obligedTo>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/SocialConstructsExt/LegalConstructParties/obligedTo>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#obligedTo>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#recognizedBy>	<http://www.w3.org/2004/02/skos/core#editorialNote>	"Work in progress: relationship between Country and ISO Country (which is a sub-class of Country). when a country first exists, it is recognized by some country - otherwise it's dubious to call it a country. Only once the UN recognizes a country e.g. South Sudan, it is on the road to becoming an ISO Country (via first being a UN-FAO Territory). Then disputed territories (a UN-FAO term), are recognized by some and not others, e..g Kosovo."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#recognizedBy>	<http://www.w3.org/2004/02/skos/core#definition>	"Countries which recognize the existence of the Country."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#recognizedBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#recognizedBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#recognizedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/PlacesExt/Geopolitical/recognizedBy>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#recognizedBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#overseenBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#overseenBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#overseenBy>	<http://www.w3.org/2000/01/rdf-schema#label>	"overseen by"@en
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#overseenBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/AssetBacked/CDOs/overseenBy>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#overseenBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#dependentOn>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#dependentOn>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#dependentOn>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/DER/CreditDerivatives/CreditDefaultSwaps/dependentOn>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#dependentOn>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isLegallyRecordedIn>	<http://www.w3.org/2004/02/skos/core#definition>	"jurisdiction (country, county, state, province, city) in which the financial instrument is legally recorded for regulatory and/or tax purposes"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isLegallyRecordedIn>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isLegallyRecordedIn>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isLegallyRecordedIn>	<http://www.w3.org/2000/01/rdf-schema#label>	"is legally recorded in"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isLegallyRecordedIn>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/FinancialInstruments/FinancialInstruments/isLegallyRecordedIn>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isLegallyRecordedIn>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#determinedBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/MD/AboutMD/MDSpecification>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#determinedBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#determinedBy>	<http://www.w3.org/2000/01/rdf-schema#label>	"determined by"@en
<https://spec.edmcouncil.org/fibo/MD/vocabulary#determinedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/MD/DebtTemporal/DebtPricingYields/determinedBy>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#determinedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/MD/DebtTemporal/DebtAnalytics/determinedBy>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#determinedBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#takesMaterialForm>	<http://www.w3.org/2004/02/skos/core#definition>	"The material form of the Economic Resource; that is the thing which is recognized as being an Economic Resource as defined here, Editorial Note: This would usually be some Independent Thing. However it is conceivable that the existence of some relative thing, for example an asset, may itself be regarded and defined as a resource, over and above the role or context already defined for it. Therefore this identity relationship has a range of Thing, but is modeled as a sub property of \"identity\" to make this conclusion explicit. Editorial Note: This is a relationship with the sense that some relative thing takes the form of something, but is distinct from the similar concept as applied to Asset, in which the thing which takes the form of some asset is owned by someone. Here it is a resource, irrespective of whether or by whom it is owned. Labeled as \"takes material form\" to disambiguate these two relationships."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#takesMaterialForm>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#takesMaterialForm>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#takesMaterialForm>	<http://www.w3.org/2000/01/rdf-schema#label>	"takes material form"@en
<https://spec.edmcouncil.org/fibo/FND/vocabulary#takesMaterialForm>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/TransactionsExt/EconomicResources/takesMaterialForm>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#takesMaterialForm>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#hasNoteAmount>	<http://www.w3.org/2004/02/skos/core#definition>	"relates something to an amount to be paid as specified on an executed promissory note"
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#hasNoteAmount>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/LOAN/AboutLOAN/LOANSpecification>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#hasNoteAmount>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#hasNoteAmount>	<http://www.w3.org/2000/01/rdf-schema#label>	"has note amount"
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#hasNoteAmount>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/LOAN/LoanContracts/LoanCore/hasNoteAmount>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#hasNoteAmount>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#involves>	<http://www.w3.org/2004/02/skos/core#definition>	"(of a situation or event) includes (something) as a necessary part or result"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#involves>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#involves>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#involves>	<http://www.w3.org/2000/01/rdf-schema#label>	"involves"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#involves>	<http://www.w3.org/2000/01/rdf-schema#label>	"involves"@en
<https://spec.edmcouncil.org/fibo/FND/vocabulary#involves>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/BusinessExt/AgentsContexts/involves>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#involves>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/BusinessExt/Policy/involves>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#involves>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/involves>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#involves>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIndexTo>	<http://www.w3.org/2004/02/skos/core#definition>	"that to which the index refers"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIndexTo>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIndexTo>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIndexTo>	<http://www.w3.org/2000/01/rdf-schema#label>	"is index to"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIndexTo>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/InformationExt/AddressExtensions/isIndexTo>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIndexTo>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Arrangements/IdentifiersAndIndices/isIndexTo>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIndexTo>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/CAE/vocabulary#isAbout>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/CAE/AboutCAE/CAESpecification>
<https://spec.edmcouncil.org/fibo/CAE/vocabulary#isAbout>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/CAE/vocabulary#isAbout>	<http://www.w3.org/2000/01/rdf-schema#label>	"is about"@en
<https://spec.edmcouncil.org/fibo/CAE/vocabulary#isAbout>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/CAE/CorporateEvents/CorporateActionsEvents/isAbout>
<https://spec.edmcouncil.org/fibo/CAE/vocabulary#isAbout>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#forYear>	<http://www.w3.org/2004/02/skos/core#definition>	"a predicate indicating the calendar year for which the statistical measure is applicable"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#forYear>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#forYear>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#forYear>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/Analytics/forYear>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#forYear>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasTerms>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasTerms>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasTerms>	<http://www.w3.org/2000/01/rdf-schema#label>	"has terms"@en
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasTerms>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/DER/DerivativesContractsExt/OTCDerivativeMasterAgreements/hasTerms>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasTerms>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasIndexValue>	<http://www.w3.org/2004/02/skos/core#definition>	"specifies the value (price) of a given index at some point in time"
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasIndexValue>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasIndexValue>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasIndexValue>	<http://www.w3.org/2000/01/rdf-schema#label>	"has index value"
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasIndexValue>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/IND/MarketIndices/BasketIndices/hasIndexValue>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasIndexValue>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#physicalAssetTakesForm>	<http://www.w3.org/2004/02/skos/core#definition>	"The individual thing which itself makes up the Asset."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#physicalAssetTakesForm>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#physicalAssetTakesForm>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#physicalAssetTakesForm>	<http://www.w3.org/2000/01/rdf-schema#label>	"physical asset takes form"@en
<https://spec.edmcouncil.org/fibo/FND/vocabulary#physicalAssetTakesForm>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/AccountingExt/AssetExtensions/physicalAssetTakesForm>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#physicalAssetTakesForm>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#contractValue>	<http://www.w3.org/2004/02/skos/core#definition>	"The deliverable value of goods, instruments or commodities underlying the futures contract."
<https://spec.edmcouncil.org/fibo/DER/vocabulary#contractValue>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#contractValue>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#contractValue>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/DER/ExchangeTradedDerivatives/Futures/contractValue>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#contractValue>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#mayBe>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/LOAN/AboutLOAN/LOANSpecification>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#mayBe>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#mayBe>	<http://www.w3.org/2000/01/rdf-schema#label>	"may be  (please review)"@en
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#mayBe>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/LOAN/Loans/LoansParties/mayBe>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#mayBe>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/CAE/vocabulary#conveys.2>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/CAE/AboutCAE/CAESpecification>
<https://spec.edmcouncil.org/fibo/CAE/vocabulary#conveys.2>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/CAE/vocabulary#conveys.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"conveys"@en
<https://spec.edmcouncil.org/fibo/CAE/vocabulary#conveys.2>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/CAE/CorporateEvents/CorporateActionsEvents/conveys.2>
<https://spec.edmcouncil.org/fibo/CAE/vocabulary#conveys.2>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasDebtTerms>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasDebtTerms>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasDebtTerms>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/DebtFoundations/DebtFinance/hasDebtTerms>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasDebtTerms>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasReceivingParty>	<http://www.w3.org/2004/02/skos/core#definition>	"defines the recipient for a funding leg of a swap"
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasReceivingParty>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasReceivingParty>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasReceivingParty>	<http://www.w3.org/2000/01/rdf-schema#label>	"has receiving party"
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasReceivingParty>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/DER/DerivativesContracts/Swaps/hasReceivingParty>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasReceivingParty>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasReleaseDate>	<http://www.w3.org/2004/02/skos/core#definition>	"specifies the release date for a given economic indicator"
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasReleaseDate>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasReleaseDate>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasReleaseDate>	<http://www.w3.org/2000/01/rdf-schema#label>	"has release date"
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasReleaseDate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/IND/EconomicIndicators/EconomicIndicators/hasReleaseDate>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasReleaseDate>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasOffering>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.businessdictionary.com/definition/offer.html"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasOffering>	<http://www.w3.org/2004/02/skos/core#definition>	"relates something to a voluntary but conditional promise submitted by a buyer or seller (offeror) to another (offeree) for acceptance, and which becomes legally enforceable if accepted by the offeree"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasOffering>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasOffering>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasOffering>	<http://www.w3.org/2000/01/rdf-schema#label>	"has offering"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasOffering>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/ProductsAndServices/FinancialProductsAndServices/hasOffering>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasOffering>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isLicensedBy>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates the party that has issued a particular license to some other party"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isLicensedBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isLicensedBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isLicensedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Law/LegalCapacity/isLicensedBy>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isLicensedBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#makesDecisionOn>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BP/AboutBP/BPSpecification>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#makesDecisionOn>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
