?concept	?predicat	?object
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#subordinatedTo>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#subordinatedTo>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#subordinatedTo>	<http://www.w3.org/2000/01/rdf-schema#label>	"subordinated to"@en
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#subordinatedTo>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/AssetBacked/AssetBackedSecurities/subordinatedTo>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#subordinatedTo>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/AssetBacked/CDOs/subordinatedTo>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#subordinatedTo>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#hasUnitIssuer>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/CIV/AboutCIV/CIVSpecification>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#hasUnitIssuer>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#hasUnitIssuer>	<http://www.w3.org/2000/01/rdf-schema#label>	"has unit issuer"@en
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#hasUnitIssuer>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/CIV/Funds/CIV/hasUnitIssuer>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#hasUnitIssuer>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#investmentCapitalHasPurpose>	<http://www.w3.org/2004/02/skos/core#definition>	"The investment purpose to which the capital is to be put."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#investmentCapitalHasPurpose>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#investmentCapitalHasPurpose>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#investmentCapitalHasPurpose>	<http://www.w3.org/2000/01/rdf-schema#label>	"investment capital has purpose"@en
<https://spec.edmcouncil.org/fibo/FND/vocabulary#investmentCapitalHasPurpose>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/AccountingExt/InvestmentCapital/investmentCapitalHasPurpose>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#investmentCapitalHasPurpose>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#definesPeriodicPayments>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#definesPeriodicPayments>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#definesPeriodicPayments>	<http://www.w3.org/2000/01/rdf-schema#label>	"defines periodic payments"@en
<https://spec.edmcouncil.org/fibo/DER/vocabulary#definesPeriodicPayments>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/DER/CreditDerivatives/CreditDefaultSwaps/definesPeriodicPayments>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#definesPeriodicPayments>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isProducedBy>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies the producer that fabricates, manufactures or creates the product through some production process"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isProducedBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isProducedBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isProducedBy>	<http://www.w3.org/2000/01/rdf-schema#label>	"is produced by"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isProducedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/ProductsAndServices/ProductsAndServices/isProducedBy>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isProducedBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#fixedStrike>	<http://www.w3.org/2004/02/skos/core#definition>	"The strike amount."
<https://spec.edmcouncil.org/fibo/DER/vocabulary#fixedStrike>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#fixedStrike>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#fixedStrike>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/DER/AssetDerivatives/EquitySwaps/fixedStrike>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#fixedStrike>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#mayBecome.1>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/LOAN/AboutLOAN/LOANSpecification>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#mayBecome.1>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#mayBecome.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"may become  (please review)"@en
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#mayBecome.1>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansTemporal/LoanApplicationsTemporal/mayBecome.1>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#mayBecome.1>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#counterparty>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#counterparty>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#counterparty>	<http://www.w3.org/2000/01/rdf-schema#label>	"counterparty"@en
<https://spec.edmcouncil.org/fibo/FND/vocabulary#counterparty>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/TransactionsExt/MarketTransactions/counterparty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#counterparty>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasDimension>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasDimension>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasDimension>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/QuantitiesExt/QuantitiesAndUnitsExt/hasDimension>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasDimension>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#allocationToPrincipal>	<http://www.w3.org/2004/02/skos/core#definition>	"The amount of the information allocated to Principal"
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#allocationToPrincipal>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/LOAN/AboutLOAN/LOANSpecification>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#allocationToPrincipal>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#allocationToPrincipal>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansTemporal/LoansStatus/allocationToPrincipal>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#allocationToPrincipal>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#formalAwardDateAndTime>	<http://www.w3.org/2004/02/skos/core#definition>	"Date and time the issuer formally accepts a bid for Competitive Issues or, the Date and Time the Bond Purchase Agreement is executed for Negotiated Issues. Time Zone: Include in date/time data or add a term for it?"
<https://spec.edmcouncil.org/fibo/BP/vocabulary#formalAwardDateAndTime>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BP/AboutBP/BPSpecification>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#formalAwardDateAndTime>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#formalAwardDateAndTime>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BP/SecuritiesIssuance/IssuanceProcess/formalAwardDateAndTime>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#formalAwardDateAndTime>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BP/SecuritiesIssuance/MuniIssuance/formalAwardDateAndTime>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#formalAwardDateAndTime>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasEntireOrPartialCallChoice>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasEntireOrPartialCallChoice>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasEntireOrPartialCallChoice>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/Bonds/BondsCashflowTerms/hasEntireOrPartialCallChoice>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasEntireOrPartialCallChoice>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#maturityDate>	<http://www.w3.org/2004/02/skos/core#definition>	"Date/time at which the security will no longer exist, eg, redeemable preference shares. Definition:FIBIM"
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#maturityDate>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#maturityDate>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#maturityDate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Equities/ShareTerms/maturityDate>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#maturityDate>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPurpose>	<http://www.w3.org/2004/02/skos/core#definition>	"The purpose for which the Purposive Thing is defined; the reason some thing, with some (usually independent) form, is defined as a Purposive Thing. The actual or intended usage to which the thing is put or may be put."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPurpose>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPurpose>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPurpose>	<http://www.w3.org/2000/01/rdf-schema#label>	"has purpose"@en
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPurpose>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/ArrangementsExt/ToolsAndInstruments/hasPurpose>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPurpose>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#principal>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#principal>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#principal>	<http://www.w3.org/2000/01/rdf-schema#label>	"principal"@en
<https://spec.edmcouncil.org/fibo/FND/vocabulary#principal>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/TransactionsExt/MarketTransactions/principal>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#principal>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#applicablePeriod>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/MD/AboutMD/MDSpecification>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#applicablePeriod>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#applicablePeriod>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/MD/EquityTemporal/EquityPricing/applicablePeriod>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#applicablePeriod>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/CAE/vocabulary#subscriptionPrice>	<http://www.w3.org/2004/02/skos/core#definition>	"The price at which the Subscription Rights instrument itself may be purchased."
<https://spec.edmcouncil.org/fibo/CAE/vocabulary#subscriptionPrice>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/CAE/AboutCAE/CAESpecification>
<https://spec.edmcouncil.org/fibo/CAE/vocabulary#subscriptionPrice>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/CAE/vocabulary#subscriptionPrice>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/CAE/CorporateEvents/CorporateActionsEvents/subscriptionPrice>
<https://spec.edmcouncil.org/fibo/CAE/vocabulary#subscriptionPrice>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#schedulesCallOfIssue>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#schedulesCallOfIssue>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#schedulesCallOfIssue>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/Bonds/BondsCashflowTerms/schedulesCallOfIssue>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#schedulesCallOfIssue>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasLegalForm>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"https://www.iso.org/obp/ui/#iso:std:iso:20275:ed-1:v1:en"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasLegalForm>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"https://www.gleif.org/en/about-lei/common-data-file-format/lei-cdf-format/lei-cdf-format-version-2-1"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasLegalForm>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates the nature of the entity as defined from a legal or regulatory perspective in a given jurisdiction"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasLegalForm>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasLegalForm>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasLegalForm>	<http://www.w3.org/2000/01/rdf-schema#label>	"has legal form"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasLegalForm>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/LEIEntities/hasLegalForm>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasLegalForm>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#numberOfSharesOutstanding>	<http://www.w3.org/2004/02/skos/core#definition>	"Number of shares outstanding at any given time."
<https://spec.edmcouncil.org/fibo/MD/vocabulary#numberOfSharesOutstanding>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/MD/AboutMD/MDSpecification>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#numberOfSharesOutstanding>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#numberOfSharesOutstanding>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/MD/EquityTemporal/EquityPricing/numberOfSharesOutstanding>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#numberOfSharesOutstanding>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasOptionTypeElectionDate>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"FpML: 'Date where the holder of a Chooser option contract determines a choice of either a Call or a Put'"
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasOptionTypeElectionDate>	<http://www.w3.org/2004/02/skos/core#definition>	"The date on which the holder of the Chooser option contract determines a choice of either a Call or a Put,"
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasOptionTypeElectionDate>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasOptionTypeElectionDate>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasOptionTypeElectionDate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/DER/DerivativesContracts/Options/hasOptionTypeElectionDate>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasOptionTypeElectionDate>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#definedInRelationTo>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/MD/AboutMD/MDSpecification>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#definedInRelationTo>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#definedInRelationTo>	<http://www.w3.org/2000/01/rdf-schema#label>	"defined in relation to"@en
<https://spec.edmcouncil.org/fibo/MD/vocabulary#definedInRelationTo>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/MD/DebtTemporal/DebtAnalytics/definedInRelationTo>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#definedInRelationTo>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#expectedClosingDate>	<http://www.w3.org/2004/02/skos/core#definition>	"The date on which the transfer of positions to underwriters is expected to take place. This date is provided by underwriters as part of an announcement."
<https://spec.edmcouncil.org/fibo/BP/vocabulary#expectedClosingDate>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BP/AboutBP/BPSpecification>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#expectedClosingDate>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#expectedClosingDate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BP/SecuritiesIssuance/IssuanceProcess/expectedClosingDate>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#expectedClosingDate>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isRegulatedBy>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates a regulatory agency that has regulatory authority for something"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isRegulatedBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isRegulatedBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isRegulatedBy>	<http://www.w3.org/2000/01/rdf-schema#label>	"is regulated by"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isRegulatedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/RegulatoryAgencies/isRegulatedBy>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isRegulatedBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#uses>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/MD/AboutMD/MDSpecification>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#uses>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#uses>	<http://www.w3.org/2000/01/rdf-schema#label>	"uses"@en
<https://spec.edmcouncil.org/fibo/MD/vocabulary#uses>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/MD/TemporalCore/TemporalConcepts/uses>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#uses>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#tradingAt>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#tradingAt>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#tradingAt>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/PlacesExt/AddressSites/tradingAt>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#tradingAt>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#includesSpecification>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#includesSpecification>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#includesSpecification>	<http://www.w3.org/2000/01/rdf-schema#label>	"includes specification"@en
<https://spec.edmcouncil.org/fibo/DER/vocabulary#includesSpecification>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/DER/AssetDerivatives/EquityOptions/includesSpecification>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#includesSpecification>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
