?concept	?predicat	?object
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasExplicitDate>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasExplicitDate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/DatesAndTimes/FinancialDates/hasExplicitDate>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasExplicitDate>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#isVolatilityOf>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates the market rate to which the volatility measure applies and of which it is a measure"
<https://spec.edmcouncil.org/fibo/IND/vocabulary#isVolatilityOf>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#isVolatilityOf>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#isVolatilityOf>	<http://www.w3.org/2000/01/rdf-schema#label>	"is volatility of"
<https://spec.edmcouncil.org/fibo/IND/vocabulary#isVolatilityOf>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/IND/Indicators/Indicators/isVolatilityOf>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#isVolatilityOf>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasContext>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"This property should be read as referring to some context (known as 'mediating thing') in the informative upper ontology which is not included in this model. It should also be read as being the property of some contextually defined thing (known in the informative upper ontology as 'relative thing')."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasContext>	<http://www.w3.org/2004/02/skos/core#definition>	"provides a context in which something is defined, expressed, or represented"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasContext>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasContext>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasContext>	<http://www.w3.org/2000/01/rdf-schema#label>	"has context"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasContext>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/hasContext>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasContext>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isPercentageOf>	<http://www.w3.org/2004/02/skos/core#definition>	"that of which the percentage is a ratio, expressed as a fraction of 100 where 100 represents the whole of that thing or quantity"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isPercentageOf>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isPercentageOf>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isPercentageOf>	<http://www.w3.org/2000/01/rdf-schema#label>	"is percentage of"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isPercentageOf>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/BusinessFacingTypes/isPercentageOf>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isPercentageOf>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#manages>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"This property should be read as always being a property of some kind of 'relative thing', that is a thing defined in some context. Generally this will be a 'party in role'. This property is not intended to be used to relate some independent thing to that which it manages, instead it must only be a property of something in the role of being that which manages some thing."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#manages>	<http://www.w3.org/2004/02/skos/core#definition>	"relates an autonomous agent to something that it directs in some way"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#manages>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#manages>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#manages>	<http://www.w3.org/2000/01/rdf-schema#label>	"manages"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#manages>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/manages>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#manages>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isSubUnitOf>	<http://www.w3.org/2004/02/skos/core#definition>	"relates a sub-unit of an organization to the larger entity, which may or may not be co-located with that entity"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isSubUnitOf>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isSubUnitOf>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isSubUnitOf>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/FormalBusinessOrganizations/isSubUnitOf>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isSubUnitOf>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#convenes>	<http://www.w3.org/2004/02/skos/core#definition>	"a predicate indicating that someone acting in the role of convenor brings together some number of parties for a meeting or conference; assembles; makes arrangements for a meeting to take place"
<https://spec.edmcouncil.org/fibo/IND/vocabulary#convenes>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#convenes>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#convenes>	<http://www.w3.org/2000/01/rdf-schema#label>	"convenes"
<https://spec.edmcouncil.org/fibo/IND/vocabulary#convenes>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/InterestRatePublishers/convenes>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#convenes>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasGuarantor>	<http://www.w3.org/2004/02/skos/core#definition>	"relates the guarantor to the contract for which they are providing a guaranty"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasGuarantor>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasGuarantor>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasGuarantor>	<http://www.w3.org/2000/01/rdf-schema#label>	"has guarantor"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasGuarantor>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/DebtAndEquities/Guaranty/hasGuarantor>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasGuarantor>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasConstitutionalOwner>	<http://www.w3.org/2004/02/skos/core#definition>	"links a constitutional interest/position in something (e.g., a formal business organization) to the party that holds or owns it, in whole or in part"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasConstitutionalOwner>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasConstitutionalOwner>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasConstitutionalOwner>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/OwnershipParties/hasConstitutionalOwner>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasConstitutionalOwner>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isGuaranteedBy>	<http://www.w3.org/2004/02/skos/core#definition>	"relates guaranty to the contract guarantor, i.e., to the legal person providing the guaranty"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isGuaranteedBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isGuaranteedBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isGuaranteedBy>	<http://www.w3.org/2000/01/rdf-schema#label>	"is guaranteed by"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isGuaranteedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/DebtAndEquities/Guaranty/isGuaranteedBy>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isGuaranteedBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSubUnit>	<http://www.w3.org/2004/02/skos/core#definition>	"relates a formally constituted organization to a sub-unit of that organization"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSubUnit>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSubUnit>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSubUnit>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/FormalBusinessOrganizations/hasSubUnit>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSubUnit>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasPercentageControl>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates the percentage (out of 100) control that one party has over another"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasPercentageControl>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasPercentageControl>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasPercentageControl>	<http://www.w3.org/2000/01/rdf-schema#label>	"has percentage control"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasPercentageControl>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/ControlParties/hasPercentageControl>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasPercentageControl>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasCitizenship>	<http://www.w3.org/2004/02/skos/core#definition>	"links a person to their country of citizenship"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasCitizenship>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasCitizenship>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasCitizenship>	<http://www.w3.org/2000/01/rdf-schema#label>	"has citizenship"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasCitizenship>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/hasCitizenship>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasCitizenship>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasAvailableAmount>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates an amount of money available for an individual or organization to borrow"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasAvailableAmount>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasAvailableAmount>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasAvailableAmount>	<http://www.w3.org/2000/01/rdf-schema#label>	"has available amount"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasAvailableAmount>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/DebtAndEquities/Debt/hasAvailableAmount>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasAvailableAmount>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isClassifiedBy>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates the classification scheme used to classify something"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isClassifiedBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isClassifiedBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isClassifiedBy>	<http://www.w3.org/2000/01/rdf-schema#label>	"is classified by"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isClassifiedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/isClassifiedBy>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isClassifiedBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRestriction>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies a restriction applicable to a given financial instrument or listing"
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRestriction>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRestriction>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRestriction>	<http://www.w3.org/2000/01/rdf-schema#label>	"has restriction"
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRestriction>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/SecuritiesRestrictions/hasRestriction>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRestriction>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#evaluates>	<http://www.w3.org/2004/02/skos/core#definition>	"calculates a quantity value based on some mathematical formula"
<https://spec.edmcouncil.org/fibo/IND/vocabulary#evaluates>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#evaluates>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#evaluates>	<http://www.w3.org/2000/01/rdf-schema#label>	"evaluates"
<https://spec.edmcouncil.org/fibo/IND/vocabulary#evaluates>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/IND/EconomicIndicators/EconomicIndicators/evaluates>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#evaluates>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#defines>	<http://www.w3.org/2004/02/skos/core#definition>	"determines or identifies the essential qualities or meaning of, discovers and sets forth the meaning of, fixes or marks the limits of, demarcates"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#defines>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#defines>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#defines>	<http://www.w3.org/2000/01/rdf-schema#label>	"defines"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#defines>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/defines>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#defines>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasInforce>	<http://www.w3.org/2004/02/skos/core#definition>	"relates a jurisdiction or situation to a rule, regulation or law (collectively \"law\") that is currently in force in that situation or jurisdiction"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasInforce>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasInforce>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasInforce>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Law/LegalCore/hasInforce>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasInforce>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasAddressOfLegalFormation>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"https://www.gleif.org/en/about-lei/common-data-file-format/lei-cdf-format/lei-cdf-format-version-2-1"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasAddressOfLegalFormation>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates the address of legal formation for the entity, in the jurisdiction in which the entity is established, used for registration purposes with respect to obtaining an LEI"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasAddressOfLegalFormation>	<http://www.w3.org/2004/02/skos/core#altLabel>	"has legal address"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasAddressOfLegalFormation>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasAddressOfLegalFormation>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasAddressOfLegalFormation>	<http://www.w3.org/2000/01/rdf-schema#label>	"has address of legal formation"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasAddressOfLegalFormation>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/LEIEntities/hasAddressOfLegalFormation>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasAddressOfLegalFormation>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasRecurrenceInterval>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasRecurrenceInterval>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasRecurrenceInterval>	<http://www.w3.org/2000/01/rdf-schema#label>	"has recurrence interval"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasRecurrenceInterval>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/DatesAndTimes/FinancialDates/hasRecurrenceInterval>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasRecurrenceInterval>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#exchanges>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.merriam-webster.com/dictionary/exchange"
<https://spec.edmcouncil.org/fibo/DER/vocabulary#exchanges>	<http://www.w3.org/2004/02/skos/core#definition>	"gives or takes one thing in return for another"
<https://spec.edmcouncil.org/fibo/DER/vocabulary#exchanges>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#exchanges>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#exchanges>	<http://www.w3.org/2000/01/rdf-schema#label>	"exchanges"
<https://spec.edmcouncil.org/fibo/DER/vocabulary#exchanges>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/DER/DerivativesContracts/Swaps/exchanges>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#exchanges>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#situates>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates the place, setting, or context in which something is situated"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#situates>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#situates>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#situates>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Places/Facilities/situates>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#situates>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#has>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/definitionOrigin>	"Encarta Webster's Dictionary of the English Language (2004)"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#has>	<http://www.w3.org/2004/02/skos/core#editorialNote>	"As used in FIBO, this definition of has specifically excludes possession in the sense of ownership."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#has>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates that someone (or something) possesses something, as a characteristic, attribute, feature, capability, and so forth"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#has>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#has>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#has>	<http://www.w3.org/2000/01/rdf-schema#label>	"has"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#has>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/has>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#has>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isProducedBy>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies the producer that fabricates, manufactures or creates the product through some production process"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isProducedBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isProducedBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isProducedBy>	<http://www.w3.org/2000/01/rdf-schema#label>	"is produced by"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isProducedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/ProductsAndServices/ProductsAndServices/isProducedBy>
