?concept	?predicat	?object
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasPriceAndYieldDayCountConvention>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates the convention used to determine the number of days in a month and days in a year that are counted when performing calculations for yield and price figures"
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasPriceAndYieldDayCountConvention>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasPriceAndYieldDayCountConvention>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasPriceAndYieldDayCountConvention>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/DebtInstruments/hasPriceAndYieldDayCountConvention>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasPriceAndYieldDayCountConvention>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isWhollyOwnedBy>	<http://www.w3.org/2004/02/skos/core#definition>	"relates a company to an organization that has 100 percent ownership and control over it"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isWhollyOwnedBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isWhollyOwnedBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isWhollyOwnedBy>	<http://www.w3.org/2000/01/rdf-schema#label>	"is wholly owned by"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isWhollyOwnedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/CorporateControl/isWhollyOwnedBy>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isWhollyOwnedBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#playsRole>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#playsRole>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#playsRole>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Parties/Roles/playsRole>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#playsRole>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#classifies>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/definitionOrigin>	"Merriam-Webster Dictionary"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#classifies>	<http://www.w3.org/2004/02/skos/core#definition>	"arranges in classes; assigns to a category"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#classifies>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#classifies>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#classifies>	<http://www.w3.org/2000/01/rdf-schema#label>	"classifies"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#classifies>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/classifies>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#classifies>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasBusinessDayAdjustment>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies a convention for adjustment of the business day for handling weekends and holidays"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasBusinessDayAdjustment>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasBusinessDayAdjustment>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasBusinessDayAdjustment>	<http://www.w3.org/2000/01/rdf-schema#label>	"has business day adjustment"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasBusinessDayAdjustment>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/DatesAndTimes/BusinessDates/hasBusinessDayAdjustment>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasBusinessDayAdjustment>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasTerminationDate>	<http://www.w3.org/2004/02/skos/core#definition>	"links something, typically an agreement, contract, document, or process, with a date on which it was terminated"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasTerminationDate>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasTerminationDate>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasTerminationDate>	<http://www.w3.org/2000/01/rdf-schema#label>	"has termination date"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasTerminationDate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Arrangements/Documents/hasTerminationDate>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasTerminationDate>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasHeadquartersAddress>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"https://www.gleif.org/en/about-lei/common-data-file-format/lei-cdf-format/lei-cdf-format-version-2-1"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasHeadquartersAddress>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies the headquarters address for the registered entity"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasHeadquartersAddress>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasHeadquartersAddress>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasHeadquartersAddress>	<http://www.w3.org/2000/01/rdf-schema#label>	"has headquarters address"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasHeadquartersAddress>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/BusinessRegistries/hasHeadquartersAddress>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasHeadquartersAddress>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasFirstTradeDate>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasFirstTradeDate>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasFirstTradeDate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/SecuritiesIssuance/hasFirstTradeDate>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasFirstTradeDate>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#denotes>	<http://www.w3.org/2004/02/skos/core#definition>	"represents, calls by a distinctive title, term, or expression"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#denotes>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#denotes>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#denotes>	<http://www.w3.org/2000/01/rdf-schema#label>	"denotes"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#denotes>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/denotes>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#denotes>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasPayingParty>	<http://www.w3.org/2004/02/skos/core#definition>	"defines the payer party for a funding leg of a swap"
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasPayingParty>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasPayingParty>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasPayingParty>	<http://www.w3.org/2000/01/rdf-schema#label>	"has paying party"
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasPayingParty>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/DER/DerivativesContracts/Swaps/hasPayingParty>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasPayingParty>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPartyInControl>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates the party in a control relationship where a party controls a thing"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPartyInControl>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPartyInControl>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPartyInControl>	<http://www.w3.org/2000/01/rdf-schema#label>	"control by party"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPartyInControl>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/OwnershipAndControl/Control/hasPartyInControl>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPartyInControl>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#publishes>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/definitionOrigin>	"http://www.thefreedictionary.com/publish"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#publishes>	<http://www.w3.org/2004/02/skos/core#definition>	"prepares and issues material for public consumption"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#publishes>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#publishes>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#publishes>	<http://www.w3.org/2000/01/rdf-schema#label>	"publishes"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#publishes>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/FunctionalEntities/Publishers/publishes>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#publishes>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasQuotationSettlementBasis>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates the settlement period for a trade for which the stated spot rate applies"
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasQuotationSettlementBasis>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasQuotationSettlementBasis>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasQuotationSettlementBasis>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/IND/ForeignExchange/ForeignExchange/hasQuotationSettlementBasis>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasQuotationSettlementBasis>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRegistrationRequirement>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies a registation requirement that is applicable to a given security"
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRegistrationRequirement>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRegistrationRequirement>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRegistrationRequirement>	<http://www.w3.org/2000/01/rdf-schema#label>	"has registration requirement"
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRegistrationRequirement>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/SecuritiesRestrictions/hasRegistrationRequirement>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRegistrationRequirement>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasQuantityKind>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/definitionOrigin>	"http://www.omg.org/spec/DTV/1.1/"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasQuantityKind>	<http://www.w3.org/2004/02/skos/core#example>	"hour (the duration) is an instance of ‘duration’ – a specific quantity of time. So the quantity kind of ‘hour’ is ‘duration’."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasQuantityKind>	<http://www.w3.org/2004/02/skos/core#definition>	"a quantity is an instance of the category of quantity that is the quantity kind"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasQuantityKind>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasQuantityKind>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasQuantityKind>	<http://www.w3.org/2000/01/rdf-schema#label>	"has quantity kind"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasQuantityKind>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Quantities/QuantitiesAndUnits/hasQuantityKind>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasQuantityKind>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isDomiciledIn>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"This would normally be the country corresponding to the jurisdiction in which the formal organization is constituted or incorporated. For some primarily federal countries, the domicile is the country that makes up the federation while the jurisdiction under which the entity is registered (if it is a registered entity) would be that of some state in that federation."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isDomiciledIn>	<http://www.w3.org/2004/02/skos/core#definition>	"the country in which the formal organization is officially domiciled"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isDomiciledIn>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isDomiciledIn>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isDomiciledIn>	<http://www.w3.org/2000/01/rdf-schema#label>	"is domiciled in"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isDomiciledIn>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Organizations/FormalOrganizations/isDomiciledIn>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isDomiciledIn>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasPrincipalRepaymentDate>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Depending on the terms of the instrument (debt security, such as a bond, loan, etc.), this may be the date of a single payment of the debt principal or of the completion of scheduled partial redemption payments."
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasPrincipalRepaymentDate>	<http://www.w3.org/2004/02/skos/core#definition>	"relates an instrument to the date when the principal must be repaid in full"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasPrincipalRepaymentDate>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasPrincipalRepaymentDate>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasPrincipalRepaymentDate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/DebtAndEquities/Debt/hasPrincipalRepaymentDate>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasPrincipalRepaymentDate>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasInvestor>	<http://www.w3.org/2004/02/skos/core#definition>	"links an investment interest in something (e.g., a formal business organization) to the party that holds or owns it, in whole or in part"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasInvestor>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasInvestor>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasInvestor>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/OwnershipParties/hasInvestor>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasInvestor>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasOffering>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.businessdictionary.com/definition/offer.html"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasOffering>	<http://www.w3.org/2004/02/skos/core#definition>	"relates something to a voluntary but conditional promise submitted by a buyer or seller (offeror) to another (offeree) for acceptance, and which becomes legally enforceable if accepted by the offeree"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasOffering>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasOffering>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasOffering>	<http://www.w3.org/2000/01/rdf-schema#label>	"has offering"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasOffering>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/ProductsAndServices/FinancialProductsAndServices/hasOffering>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasOffering>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPlaceOfBirth>	<http://www.w3.org/2004/02/skos/core#definition>	"links a person with their place of birth"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPlaceOfBirth>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPlaceOfBirth>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPlaceOfBirth>	<http://www.w3.org/2000/01/rdf-schema#label>	"has place of birth"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPlaceOfBirth>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/hasPlaceOfBirth>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPlaceOfBirth>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSovereigntyOver>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.businessdictionary.com/definition/sovereignty.html"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSovereigntyOver>	<http://www.w3.org/2004/02/skos/core#definition>	"relates a polity to a geopolitical entity where the polity exercises dominion and authority of a political state"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSovereigntyOver>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSovereigntyOver>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSovereigntyOver>	<http://www.w3.org/2000/01/rdf-schema#label>	"has sovereignty over"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSovereigntyOver>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/GovernmentEntities/GovernmentEntities/hasSovereigntyOver>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSovereigntyOver>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasNotionalStepSchedule>	<http://www.w3.org/2004/02/skos/core#definition>	"links a set of terms to a corresponding notional step schedule, which may be either a regular or ad hoc schedule"
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasNotionalStepSchedule>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasNotionalStepSchedule>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasNotionalStepSchedule>	<http://www.w3.org/2000/01/rdf-schema#label>	"has notional step schedule"
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasNotionalStepSchedule>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/DER/RateDerivatives/IRSwaps/hasNotionalStepSchedule>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasNotionalStepSchedule>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#nominates>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Note that nominates is defined as a relation between two parties-in-role (the range of which could be a corporation or partnership in the case of an auditor), whereas appoints between independent parties."
<https://spec.edmcouncil.org/fibo/BE/vocabulary#nominates>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/definitionOrigin>	"http://www.merriam-webster.com/dictionary/nominate"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#nominates>	<http://www.w3.org/2004/02/skos/core#definition>	"appoints or proposes for appointment to an office or place"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#nominates>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#nominates>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#nominates>	<http://www.w3.org/2000/01/rdf-schema#label>	"nominates"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#nominates>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/Executives/nominates>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#nominates>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#takesForm>	<http://www.w3.org/2004/02/skos/core#definition>	"the form taken by some amount of money defined according to its purpose, such as capital or equity"
